name,city,state,type,established_year,nirf_ranking,naac_grade,courses_offered,faculty_count,student_faculty_ratio,avg_annual_fee,hostel_fee,scholarship_available,placement_rate,avg_package_lpa,highest_package_lpa,companies_visiting,campus_area_acres,has_library,has_hostel,has_sports,has_wifi,has_lab,has_hospital,acceptance_rate,entrance_exams_accepted,total_intake
Modern Institute of Physical Education Nagpur,Nagpur,Maharashtra,Private,1949,202,A+,138,1262,0.8,,161595,True,65.8,4.06,11.97,140,676.6,True,True,True,True,True,False,80.1,NEET UG,1050
Chandigarh State Science College Chandigarh,Chandigarh,Chandigarh,Government,1911,406,A,153,690,5.8,11176,114235,True,47.0,3.04,7.4,96,55.7,True,False,True,True,True,False,32.7,UPSEE,4025
Government College of Science Agra,Agra,Uttar Pradesh,Government,1915,164,B,161,1145,4.6,89631,33248,True,75.0,9.73,61.04,669,2213.5,True,True,True,False,True,True,43.4,NATA,5274
Autonomous College of Journalism Nagpur,Nagpur,Maharashtra,Autonomous,1878,208,B,74,406,1.9,,175163,True,26.4,3.99,16.13,69,1300.0,True,True,True,False,True,True,45.2,TS EAMCET,768
Excel Institute of Education Imphal,Imphal,Manipur,Private,1883,466,B+,96,1102,3.6,192470,165723,True,40.5,2.83,12.58,454,634.5,True,False,True,True,True,True,53.4,NATA,3989
Prime College of Hotel Management Junagadh,Junagadh,Gujarat,Private,1867,146,A,68,427,13.3,580720,174576,True,57.3,7.03,41.09,676,185.9,True,False,False,True,False,True,50.5,JEE Advanced,5676
Government College of Agriculture Jammu,Jammu,Jammu & Kashmir,Government,1943,250,B,207,949,7.8,46241,140215,False,86.6,14.83,86.56,443,1991.0,True,True,True,True,False,True,34.2,NEET UG,7436
Itanagar Institute of Fine Arts,Itanagar,Arunachal Pradesh,private,2003,433,B,212,337,2.4,247926,78289,True,27.6,,,409,947.7,True,False,True,False,True,False,9.1,Own Entrance,819
Autonomous College of Technology Gangtok,Gangtok,Sikkim,Autonomous,1938,257,B,147,1277,5.3,36461,33620,True,45.7,2.56,8.12,689,1568.3,True,True,True,False,False,False,76.8,GATE,6802
Guru Gobind Singh Deemed University Ludhiana,Ludhiana,Punjab,Deemed,1908,,A+,245,44,137.1,348480,159707,True,87.3,17.53,112.46,447,,False,True,True,True,False,True,80.2,SRMJEEE,6031
Academy of Social Work Agartala,Agartala,Tripura,Deemed,1955,341,B+,187,803,6.9,284989,120505,True,41.4,2.59,13.13,146,923.4,False,False,False,False,False,True,29.8,AP EAMCET,5558
Government Technology College Chandigarh,Chandigarh,Punjab,Government,1984,214,A+,220,1087,1.1,65048,165430,False,,5.23,35.79,626,700.1,True,False,False,True,False,True,53.3,Own Entrance,1189
Tirupati Institute of Management,Tirupati,Andhra Pradesh,Private,1942,233,A+,201,1126,4.6,684543,49270,False,59.3,8.37,39.21,582,1507.3,False,True,True,True,False,True,8.1,SRMJEEE,5139
CMR Institute of Technology,Bangalore,Karnataka,Autonomous,2000,216,B++,14,1268,0.6,138332,59206,False,38.2,2.37,15.42,554,1259.3,True,False,True,True,True,True,10.9,KCET,800
Government Polytechnic Bhilai,Bhilai,Chhattisgarh,Government,1880,500,B++,190,1243,6.2,39661,43339,True,38.5,4.14,27.61,242,611.1,True,True,True,True,True,True,18.8,MHT CET,7694
Meera Deemed University Kohima,Kohima,Nagaland,Deemed,1982,145,A,123,773,4.8,228409,89504,True,54.3,3.89,25.11,70,1867.5,True,True,True,True,False,True,37.2,KCET,3683
Raman College of Information Technology and Research Patna,Patna,Bihar,private,1900,443,,85,152,27.2,364151,40140,False,28.1,5.4,28.94,460,2441.4,True,True,True,True,True,True,82.6,University Entrance,4135
Sardar College of Arts and Research Imphal,Imphal,Manipur,Private,1854,174,B++,175,376,0.9,115296,112764,True,56.9,4.19,15.53,217,1343.2,False,True,False,False,False,True,57.0,CLAT,353
Prime College of Fine Arts Imphal,Imphal,Manipur,Private,1856,250,,104,146,13.0,,99487,True,78.6,,,655,1197.9,True,False,False,True,False,False,49.0,NEET UG,1895
Aizawl Institute of Pharmacy,Aizawl,Mizoram,Private,1854,,A,132,857,0.8,371580,75850,True,,5.52,17.33,173,1069.3,False,True,False,False,False,False,24.8,University Entrance,705
Gandhi Autonomous Institute Junagadh,Junagadh,Gujarat,Autonomous,1917,41,B++,84,1033,2.6,248636,98920,True,75.7,11.05,66.35,539,172.4,False,False,False,False,False,False,25.6,AP EAMCET,2727
Kalam Foundation Architecture College Mandi,Mandi,Himachal Pradesh,Private,1929,39,B,103,317,3.0,1447701,125641,True,90.5,26.57,151.96,665,1928.4,True,True,True,True,False,True,29.8,MHT CET,963
International Institute of Information Technology Hyderabad,Hyderabad,Telangana,Deemed,1998,79,A++,223,120,5.0,305200,89238,True,63.0,4.15,11.93,307,901.8,True,False,False,False,False,False,57.8,JEE Main,600
Prime College of Agriculture Thane,Thane,Maharashtra,Private,1976,,,53,,,790438,23230,True,55.7,7.69,39.04,45,1636.6,True,False,False,False,False,True,15.4,NATA,1178
Modern Institute of Law Korba,Korba,Chhattisgarh,Private,1868,295,A,85,730,7.8,359737,20834,True,50.9,3.38,21.49,500,527.0,True,False,False,False,False,True,61.2,JEE Main,5675
Bhagat Singh Foundation Agriculture College Aizawl,Aizawl,Mizoram,Private,2020,51,A++,125,894,2.1,1380932,59296,True,,10.24,30.13,221,1603.7,True,True,True,True,True,True,30.6,WBJEE,1913
Lakshmi Academy of Social Work Margao,Margao,Goa,deemed,1998,169,B++,131,126,63.1,,98546,True,61.7,4.55,19.44,234,2300.0,True,True,True,False,True,True,54.7,UPSEE,7949
Raman Deemed University Vasco da Gama,Vasco da Gama,Goa,Deemed,1944,,B,223,71,21.4,1442394,163168,False,78.8,20.43,60.78,677,196.7,False,False,False,True,False,False,49.3,CUET,1521
Madhya Pradesh State Arts College Satna,Satna,Madhya Pradesh,Government,1885,161,,26,1059,6.4,38870,94575,False,52.6,3.47,10.77,95,716.6,True,False,False,False,True,False,13.8,AP EAMCET,6767
Kamla Nehru College of Education and Research New Delhi,New Delhi,New Delhi,Private,2010,321,B++,211,128,16.7,309904,103762,True,47.7,3.25,22.18,523,,True,True,True,True,True,False,22.9,CLAT,2136
Srishti Manipal Institute of Art,Bangalore,Karnataka,Private,1996,384,A,56,,,300104,158893,True,34.8,2.19,13.73,360,1024.2,False,True,True,False,False,False,48.8,SUAT,500
MS Ramaiah Institute of Technology,Bangalore,Karnataka,Autonomous,1962,,A+,12,1333,1.1,242294,40044,False,66.8,8.35,52.17,605,1448.1,False,False,False,True,False,False,65.6,KCET,1400
Deemed Institute of Journalism Palakkad,Palakkad,Kerala,Deemed,1917,,B++,141,169,25.8,298562,157823,True,,2.8,5.65,98,2439.2,True,True,True,True,False,True,34.9,BITSAT,4354
Sri Jawaharlal Institute of Nursing Aizawl,Aizawl,Mizoram,Private,1936,42,A,96,1195,2.9,2459384,124619,True,88.5,17.43,116.26,469,1962.1,True,True,True,False,False,True,62.7,University Entrance,3449
Government Polytechnic Nainital,Nainital,Uttarakhand,Government,2011,242,A+,46,192,23.0,38544,98710,False,73.7,10.06,65.35,649,279.9,False,False,True,True,False,True,83.2,COMEDK,4413
Shri Ram Autonomous Institute Rewa,Rewa,Madhya Pradesh,Autonomous,1871,166,B++,200,,,,143514,True,40.0,3.5,23.72,538,145.3,False,True,True,True,True,True,9.7,VITEEE,6398
Laxmi University Rewa,Rewa,Madhya Pradesh,Private,1929,,B++,248,1001,4.8,294765,104465,True,56.0,4.53,15.2,128,414.7,True,False,False,False,False,False,4.1,CLAT,4851
Government Model College Bareilly,Bareilly,Uttar Pradesh,Government,1868,386,B++,143,1155,5.7,32572,150128,False,41.0,2.81,12.99,649,1714.4,True,True,True,True,False,True,71.8,State Level,6540
Narayana University Madurai,Madurai,Tamil Nadu,Private,1907,220,B,11,1356,2.9,280881,39740,True,33.6,2.04,4.53,680,479.7,True,True,False,False,True,True,57.7,NEET UG,3950
Government Journalism College Mandi,Mandi,Himachal Pradesh,Government,1997,158,A,121,1234,0.9,41495,85030,True,79.9,6.65,38.98,54,1146.5,True,True,True,True,False,True,17.6,BITSAT,1129
Government College of Pharmacy Mangalore,Mangalore,karnataka,Government,1965,53,A,241,249,6.3,25330,116721,True,76.9,12.37,75.83,538,2127.4,True,True,False,False,False,False,14.9,CUET,1571
Rewa Government Computer Science College,Rewa,Madhya Pradesh,Government,1987,20,A+,105,276,25.3,111247,22168,True,87.4,20.11,74.82,74,1506.7,True,True,False,True,False,True,61.0,KCET,6991
Government Arts College Ghaziabad,Ghaziabad,Uttar Pradesh,Government,1958,385,A,142,683,11.6,8536,120924,True,54.9,5.6,24.28,36,475.1,True,False,True,True,True,True,9.4,COMEDK,7894
Cuttack Autonomous College of Commerce,Cuttack,Odisha,Autonomous,1863,45,A+,231,1444,1.1,,89549,True,86.7,11.87,71.86,486,1297.5,True,True,True,True,True,True,43.5,COMEDK,1603
Modern Institute of Law Kollam,Kollam,Kerala,Private,1918,,A,70,,,283699,143363,True,29.1,3.69,14.47,24,2347.2,True,True,True,True,True,True,15.0,UPSEE,540
State Institute of Law Chandigarh,Chandigarh,Chandigarh,Government,1964,475,B+,234,901,6.2,25722,85971,True,31.1,3.64,16.68,477,23.1,False,False,False,False,True,False,83.1,NEET UG,5583
Government Model College Palakkad,Palakkad,Kerala,Government,1977,58,A+,236,882,6.3,30515,27840,False,72.5,9.11,58.29,192,2110.0,False,False,False,False,False,False,36.5,COMEDK,5594
Academy of Hotel Management Chandigarh,Chandigarh,Chandigarh,Deemed,1986,63,B,85,285,25.2,573978,103461,True,59.1,,,286,265.2,True,False,True,True,True,False,25.5,TNEA,7172
State Institute of Medical Sciences Madurai,Madurai,Tamil Nadu,Government,1883,47,A,75,1404,2.3,171023,127126,True,97.9,18.22,39.21,51,696.9,False,True,True,False,False,False,78.5,VITEEE,3234
Jalandhar Government Education College,Jalandhar,Punjab,Government,1895,219,A,91,267,0.9,49313,46526,True,65.5,11.77,45.84,225,764.1,False,True,False,False,False,True,21.2,GATE,236
Deemed Institute of Computer Science Jaipur,Jaipur,Rajasthan,Deemed,2016,,,149,1231,3.0,450120,21366,True,62.7,9.89,59.61,652,1664.5,False,False,True,True,True,True,71.9,CUET,3736
Thanjavur Institute of Ayurveda,Thanjavur,Tamil Nadu,Private,2001,,B+,193,1232,2.2,446194,126826,True,56.1,9.38,62.04,680,1533.5,True,True,True,True,True,True,21.0,CAT,2661
Excel Institute of Architecture Puducherry,Puducherry,Puducherry,Private,1972,365,A,37,474,1.0,166737,170439,False,33.2,4.72,28.92,410,1274.3,False,True,True,False,True,False,17.4,JEE Main,466
Sri Lakshmi Institute of Information Technology Hisar,Hisar,Haryana,Private,1887,231,B++,133,345,19.6,190301,56282,False,30.2,3.48,23.18,263,1604.9,True,True,True,False,True,True,19.4,KCET,6768
Naharlagun Institute of Engineering (Deemed),Naharlagun,Arunachal Pradesh,Deemed,1986,,A,120,170,1.2,283300,81179,True,50.1,5.28,33.46,30,2395.9,True,True,True,True,True,True,35.3,TS EAMCET,199
Khammam Institute of Law (Deemed),Khammam,Telangana,Deemed,1933,259,B++,227,179,25.3,148345,165928,True,40.9,3.17,6.69,331,2393.1,False,False,False,False,True,False,31.3,UPSEE,4537
Autonomous College of Engineering Shillong,Shillong,Meghalaya,Autonomous,1981,231,B+,156,387,15.8,115704,138813,True,65.7,6.65,34.45,25,2161.3,True,True,True,True,True,True,15.7,SRMJEEE,6109
Government Model College Chandigarh,Chandigarh,Chandigarh,Government,1978,237,B++,180,197,6.3,28631,98403,False,55.9,2.57,5.2,577,,True,False,True,False,True,True,4.4,VITEEE,1236
Prime College of Agriculture Pilani,Pilani,Rajasthan,Private,1852,216,B++,219,432,10.9,568010,152203,False,77.1,4.49,11.46,48,216.5,True,True,True,True,True,True,62.9,JEE Advanced,4694
Government Model College Mapusa,Mapusa,Goa,Government,2003,231,B,150,87,70.5,15460,92940,True,79.1,8.21,42.97,321,2431.2,False,True,True,False,True,False,45.6,TS EAMCET,6133
Global Academy of Homeopathy Chandigarh,Chandigarh,Chandigarh,Private,1927,27,B,68,661,5.4,1236298,179283,False,94.3,26.42,80.21,101,1260.4,True,True,True,True,True,True,78.0,WBJEE,3591
Government College of Social Work Nashik,Nashik,Maharashtra,Government,2020,66,A,227,175,12.3,41860,100422,True,72.0,6.04,24.5,56,2012.4,False,True,False,True,False,False,25.7,VITEEE,2155
Symbiosis International University,Pune,Maharashtra,Deemed,2002,,A++,106,791,3.2,1077968,117521,True,83.9,9.08,24.41,331,1624.6,True,True,True,True,True,True,22.0,SET,2500
Modern Institute of Fashion Design Agartala,Agartala,Tripura,Private,1934,,A,69,1465,5.0,936264,85586,True,96.2,20.09,101.79,216,896.9,False,False,True,False,False,True,63.1,Own Entrance,7315
Amrita Deemed University Kohima,Kohima,Nagaland,Deemed,1863,64,A++,61,844,3.4,1295769,105087,True,94.4,14.49,41.5,141,699.7,True,True,True,True,True,True,26.7,NATA,2853
Ramjas College Delhi,New Delhi,Delhi,Government,1917,200,A+,138,605,2.5,23783,42813,True,73.9,8.97,32.57,479,2293.1,True,True,True,True,False,True,2.0,CUET,1500
Indian Agricultural Research Institute,New Delhi,Delhi,Government,1905,106,A++,130,,,63653,102684,True,76.3,14.85,96.3,197,2461.0,True,True,True,True,True,False,77.9,ICAR AIEEA,300
Nehru Institute of Technology Davangere,Davangere,Karnataka,Private,1861,375,B++,58,934,3.2,233951,89607,True,35.9,3.98,19.45,197,647.6,True,True,True,True,True,True,65.2,University Entrance,2972
Imphal Arts Autonomous College,Imphal,Manipur,Autonomous,1892,154,A,222,1268,6.0,123261,48150,True,45.1,7.03,29.36,405,1116.5,True,True,True,True,True,True,20.5,CLAT,7577
Deemed Institute of Arts Delhi,Delhi,Delhi,Deemed,1931,,B+,41,44,57.4,323365,139050,True,73.5,6.14,29.1,448,2055.3,True,True,True,True,True,True,56.1,TS EAMCET,2527
State Institute of Science Amravati,Amravati,Maharashtra,Government,1967,66,A+,109,1031,7.3,204932,71670,False,94.7,21.43,119.92,379,1268.7,True,True,False,False,False,False,43.6,NEET UG,7485
Karaikal Arts Autonomous College,Karaikal,Puducherry,Autonomous,1855,,A,175,206,12.0,51968,70664,False,31.0,3.23,13.63,318,1450.8,False,True,True,False,True,True,31.8,CLAT,2475
Modern Institute of Fashion Design New Delhi,New Delhi,Delhi,Private,1962,317,A,83,548,1.2,295088,29599,True,43.5,2.48,5.76,57,860.5,True,True,True,True,False,True,33.7,CLAT,637
Deemed Institute of Ayurveda Jodhpur,Jodhpur,Rajasthan,Deemed,1909,237,A+,176,133,44.5,508754,90383,True,51.0,4.35,22.64,535,2217.5,True,False,True,True,True,True,19.9,University Entrance,5916
Bharathidasan University,Tiruchirappalli,Tamil Nadu,Government,1982,124,A+,166,165,7.3,,176666,True,82.2,12.27,59.12,494,1446.2,True,True,True,True,True,True,49.1,Own Entrance,1200
Deemed Institute of Technology Agartala,Agartala,Tripura,Deemed,1927,31,B,139,951,5.6,1414016,150731,True,89.5,8.12,44.77,187,2306.0,True,True,True,False,False,True,55.0,NATA,5305
Autonomous College of Physical Education Khammam,Khammam,Telangana,Autonomous,1927,,A,168,1125,2.7,57828,145742,True,,8.83,36.39,467,1361.8,False,True,True,False,True,True,3.3,CAT,3051
Deemed Institute of Law Chandigarh,Chandigarh,Chandigarh,Deemed,1982,,B+,167,1386,2.6,315435,148784,False,71.4,4.48,28.07,460,134.9,False,False,True,True,False,False,13.5,TNEA,3629
Sri Bharati Institute of Engineering Pune,Pune,Maharashtra,Private,1969,,B+,158,225,35.3,148571,118246,True,43.4,3.35,22.02,312,1519.7,True,False,False,True,False,True,65.7,CUET,7949
Plaksha University,Mohali,Punjab,Private,2021,174,,126,1152,0.2,204579,30985,True,35.4,3.09,12.33,269,93.5,False,True,True,True,True,True,55.3,Own Test,200
District Dental Sciences College Karaikal,Karaikal,Puducherry,Government,1999,,B+,36,648,7.7,186147,145548,True,92.3,17.33,113.76,562,1732.4,True,True,True,True,True,True,28.2,AP EAMCET,4995
Shillong Government Management College,Shillong,Meghalaya,Government,1971,311,A,99,661,7.5,22654,79958,True,62.6,,,158,767.0,True,False,True,True,True,True,62.0,State Level,4936
PEC Chandigarh,Chandigarh,Chandigarh,Government,1921,153,A+,92,314,2.5,83195,176334,True,,9.34,50.75,511,899.4,False,False,False,False,True,False,16.8,JEE Main,800
Kurukshetra Government Education College,Kurukshetra,Haryana,Government,1953,,A,116,1186,0.8,40154,27262,True,70.6,13.27,57.34,442,1618.0,True,False,False,True,False,False,4.1,NATA,990
Excel Institute of Law Namchi,Namchi,Sikkim,Private,1886,,A,39,396,5.4,1182835,84750,True,97.3,12.7,63.37,483,1015.4,True,True,True,True,True,True,59.8,AP EAMCET,2124
Government Technology College Nanded,Nanded,Maharashtra,Government,1922,229,B,171,43,40.0,18199,91293,False,87.2,6.88,37.48,55,2184.1,True,True,True,True,True,True,71.2,VITEEE,1720
Malaviya National Institute of Technology Jaipur,Jaipur,Rajasthan,Government,1963,243,A+,60,844,1.0,68636,48039,True,,6.96,18.12,478,2061.7,True,True,False,True,False,True,17.0,JEE Main,850
Shri Ram Institute of Arts Chandigarh,Chandigarh,Chandigarh,Private,1934,448,B++,243,60,17.9,,173425,True,44.3,,,121,142.0,True,True,True,True,True,True,32.8,JEE Main,1077
GD Goenka University,Gurugram,Haryana,Private,2013,184,A,222,151,5.3,215756,86254,True,31.4,2.63,15.78,572,1154.2,False,True,False,False,True,True,47.2,Own Entrance,800
Agartala Social Work Autonomous College,Agartala,Tripura,Autonomous,1935,223,A,186,739,3.2,51321,20851,False,47.4,4.88,30.02,266,1983.0,True,True,True,True,True,True,53.3,TNEA,2385
Autonomous College of Architecture New Delhi,New Delhi,Delhi,Autonomous,1914,305,B++,40,374,0.2,39598,67828,True,40.6,3.2,17.58,207,2041.9,False,False,True,True,True,True,82.7,JEE Main,93
Aryabhata Foundation Computer Science College Aizawl,Aizawl,Mizoram,Private,1851,,A+,60,1394,4.0,2315500,82322,True,87.7,14.81,48.16,483,625.0,False,False,False,True,True,False,4.8,CLAT,5636
Sri Kamla Nehru Institute of Architecture Durg,Durg,Chhattisgarh,Private,1938,,B++,26,1299,4.5,306328,126451,True,58.1,8.02,35.66,469,168.3,True,True,True,True,True,True,29.2,CAT,5899
Nehru Institute of Social Work Agartala,Agartala,Tripura,Private,1981,343,B+,227,611,1.5,395973,48149,True,36.8,4.4,12.94,400,1242.4,False,True,False,False,False,True,62.8,JEE Advanced,891
State Institute of Science Hisar,Hisar,Haryana,Government,1880,95,A,48,429,5.5,71849,127621,True,83.9,7.75,34.06,644,148.6,True,True,True,True,True,False,76.7,TS EAMCET,2377
Autonomous College of Journalism Bardhaman,Bardhaman,West Bengal,Autonomous,1859,,A,186,580,0.5,98250,61808,True,,1.98,9.12,450,1663.2,True,True,False,True,False,False,38.1,Own Entrance,263
Tilak Deemed University Kullu,Kullu,Himachal Pradesh,Deemed,2008,,A,61,1269,1.6,344993,115717,True,79.3,15.25,79.71,113,,True,True,True,True,True,True,53.3,BITSAT,2068
Shiv Nadar University,Greater Noida,Uttar Pradesh,Private,2011,227,A,120,124,6.5,147341,175734,True,41.7,3.62,17.27,595,1630.3,False,True,False,False,False,False,28.0,SNUSAT,800
State Institute of Technology Delhi,Delhi,Delhi,Government,1953,193,B,123,1112,1.3,6580,110367,True,62.5,5.21,27.79,486,2058.6,False,False,True,False,False,True,72.5,University Entrance,1436
Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,Government,1961,79,A+,219,86,8.7,47693,28013,True,67.5,5.1,22.93,566,196.3,True,False,False,False,False,False,17.8,JEE Main,750
Visakhapatnam College of Arts,Visakhapatnam,Andhra Pradesh,Private,1951,40,B++,82,1456,5.1,1587450,69498,True,,13.32,55.07,522,2419.3,True,True,True,True,True,True,56.3,UPSEE,7440
State Institute of Dental Sciences Chandigarh,Chandigarh,Punjab,Government,1983,91,B,25,431,16.9,78344,69607,True,90.7,15.0,30.41,634,,False,False,False,True,True,True,58.1,NEET UG,7266
Utkal University,Bhubaneswar,Odisha,Government,1943,,A+,145,,,92165,71098,True,77.0,11.78,82.06,20,1682.7,False,True,False,False,False,False,70.9,Own Entrance,1500
Saraswati Autonomous Institute Noida,Noida,UP,Autonomous,1935,,B+,209,1499,3.0,393505,32929,False,91.2,11.45,78.24,290,1548.8,False,True,False,True,False,False,61.8,BITSAT,4487
Indian Institute of Technology Madras,Chennai,Tamil Nadu,Government,1959,,A++,176,469,2.0,51434,138858,True,,8.65,33.31,283,1755.1,False,True,True,True,True,True,58.4,JEE Advanced,950
District Homeopathy College Guntur,Guntur,Andhra Pradesh,Government,1890,66,B,212,824,4.0,216413,164535,False,95.0,16.19,80.4,427,823.9,True,False,True,True,True,True,26.6,NATA,3267
Kharagpur Institute of Information Technology (Deemed),Kharagpur,West Bengal,deemed,1962,63,A++,67,145,27.9,,141950,False,60.4,4.83,12.81,159,2242.8,False,True,False,True,False,False,78.5,MHT CET,4047
District Arts College Karimnagar,Karimnagar,Telangana,Government,1886,,A,118,1152,2.2,39063,128555,False,37.5,5.65,31.48,191,133.3,True,True,True,True,True,True,81.4,COMEDK,2562
Government Model College Kolhapur,Kolhapur,Maharashtra,Government,1958,481,B+,192,,,11422,138604,True,47.3,2.33,13.43,426,2374.9,True,False,False,True,False,False,12.1,SRMJEEE,3290
Rani Autonomous Institute Korba,Korba,Chhattisgarh,Autonomous,1984,220,A,158,1106,1.3,55317,171157,True,50.1,,,676,1600.4,False,True,False,False,True,True,34.2,COMEDK,1492
Sri Raman Institute of Education Aizawl,Aizawl,Mizoram,Private,1855,298,A,191,680,9.0,103783,38076,True,45.3,2.85,13.87,583,1437.1,False,False,True,True,False,False,7.7,MHT CET,6130
Khammam Autonomous College of Nursing,Khammam,Telangana,Autonomous,1963,,B,158,1497,4.6,38825,28277,True,35.3,4.31,27.91,562,245.1,True,True,True,True,False,True,55.4,TS EAMCET,6900
Sri Aryabhata Institute of Homeopathy Namchi,Namchi,Sikkim,Private,1889,126,B+,131,610,2.2,495018,123105,True,64.1,10.53,58.12,395,557.9,True,False,True,False,True,True,7.5,UPSEE,1368
Patel University Imphal,Imphal,Manipur,Private,2000,416,B+,169,536,6.8,252926,118277,True,48.1,3.62,11.49,659,1600.9,False,False,False,False,False,False,54.8,TS EAMCET,3649
Chandigarh College of Applied Sciences,Chandigarh,Chandigarh,Private,1896,98,B++,197,1372,1.7,674605,92129,True,65.1,6.79,43.79,628,377.1,False,False,False,True,True,False,32.2,BITSAT,2338
Government Ayurveda College Aizawl,Aizawl,Mizoram,Government,1963,44,B++,66,923,1.5,204443,35521,True,90.9,17.38,87.2,30,1975.7,True,False,False,False,False,False,20.7,AP EAMCET,1368
Devi Ahilya Institute of Technology Begusarai,Begusarai,Bihar,Private,1973,122,B,153,1133,3.4,768664,44385,False,58.3,6.41,30.33,27,,True,False,True,False,False,True,49.3,GATE,3894
Puducherry Medical Sciences Autonomous College,Puducherry,Puducherry,Autonomous,1925,37,A+,80,850,2.6,480626,64222,True,89.0,9.88,26.72,532,109.4,False,False,False,False,True,False,69.7,KCET,2227
District Ayurveda College Dibrugarh,Dibrugarh,Assam,Govt,1981,,A+,14,812,4.5,85952,168261,True,85.8,6.9,35.17,298,328.1,True,True,True,False,True,False,23.4,GATE,3662
Namchi Government Engineering College,Namchi,Sikkim,Government,1872,,B+,148,783,4.8,38680,111773,True,76.0,8.21,47.08,652,665.5,True,True,True,True,True,True,12.4,University Entrance,3795
Government Model College Bilaspur,Bilaspur,Chhattisgarh,Government,1962,,A+,174,312,20.1,97299,165394,False,75.3,11.48,62.48,44,226.4,False,False,True,False,True,True,75.6,WBJEE,6283
Modern Institute of Technology Delhi,Delhi,Delhi,Private,1983,294,B+,76,1345,5.4,332424,127776,True,45.7,2.18,8.38,286,44.0,True,True,True,False,False,False,42.6,GATE,7202
District Fine Arts College Imphal,Imphal,Manipur,Government,1955,250,B+,195,1171,6.6,43601,80706,True,69.6,12.14,63.29,629,2248.9,True,False,False,False,False,False,44.7,VITEEE,7758
Bose University Naharlagun,Naharlagun,Arunachal Pradesh,Private,2016,22,A+,114,485,15.1,2456620,152976,True,88.1,11.1,25.96,676,221.6,False,False,True,False,True,True,51.6,CAT,7311
Deemed Institute of Information Technology Gaya,Gaya,Bihar,Deemed,2013,,A,69,1439,1.3,145784,110376,True,47.1,4.12,21.73,298,1886.2,True,True,False,False,False,True,6.4,KCET,1847
Fergusson College,Pune,Maharashtra,Autonomous,1885,197,A+,94,815,3.1,242042,130009,True,74.1,8.31,37.11,569,939.6,True,True,True,True,True,True,70.6,Own Entrance,2500
Guru Gobind Singh Institute of Applied Sciences Aizawl,Aizawl,Mizoram,Private,1926,207,B,19,1283,1.7,789526,130601,True,65.9,5.4,15.62,484,406.7,True,True,False,True,False,False,83.5,CAT,2215
Ghaziabad College of Education,Ghaziabad,UP,Private,1875,,A,174,1157,2.0,382046,101174,True,32.0,5.45,31.26,86,2339.2,False,False,False,False,True,False,27.1,NATA,2324
Laxmi Academy of Computer Science Ranchi,Ranchi,Jharkhand,Deemed,2018,208,A,70,795,7.7,117600,177180,False,52.1,3.66,18.23,98,1650.3,True,False,False,True,False,False,71.5,SRMJEEE,6120
District Physical Education College Chandigarh,Chandigarh,Punjab,Government,1977,354,B++,5,208,17.9,10745,29165,True,49.9,2.09,13.0,50,50.9,True,True,True,False,False,False,76.3,Own Entrance,3733
Sikkim State Architecture College Namchi,Namchi,Sikkim,Government,1978,59,B,157,1443,0.3,124119,59308,False,85.9,12.09,81.65,600,1216.8,True,True,False,False,True,True,59.5,KCET,367
Government Polytechnic Silchar,Silchar,Assam,Government,1955,473,B++,38,108,10.7,8585,60333,True,37.2,3.86,19.96,547,1859.5,True,False,False,True,True,True,4.7,GATE,1156
District Dental Sciences College Imphal,Imphal,Manipur,Government,1939,139,B,214,,,58880,155854,True,75.2,12.41,48.71,607,1583.3,False,False,False,True,True,True,82.7,Own Entrance,3285
Deemed Institute of Social Work Haridwar,Haridwar,Uttarakhand,Deemed,2021,299,A,161,1338,3.6,170200,141082,False,27.9,2.88,18.68,371,1161.0,True,True,True,True,False,False,4.8,AP EAMCET,4875
Excel Institute of Commerce Imphal,Imphal,Manipur,Private,1940,413,B++,24,1360,0.6,350525,111266,False,,4.96,10.72,438,2211.7,False,False,False,False,True,False,68.6,JEE Advanced,840
District Physical Education College Warangal,Warangal,Telangana,Government,1922,171,A++,151,1025,1.5,15273,52067,True,77.6,,,327,1415.3,True,True,True,True,True,True,76.6,GATE,1559
Autonomous College of Fashion Design Dimapur,Dimapur,Nagaland,Autonomous,1861,190,B+,154,67,78.4,35005,133734,True,31.5,,,670,222.0,False,True,True,False,True,True,64.5,SRMJEEE,5250
Raman University Thanjavur,Thanjavur,Tamil Nadu,Private,1861,,B++,226,496,10.1,312036,106701,True,57.6,2.64,12.62,88,862.7,False,True,False,False,False,True,79.6,CAT,5016
Prime College of Information Technology Shillong,Shillong,Meghalaya,Private,1868,203,A,180,451,4.6,634263,105555,True,70.7,6.24,12.8,513,1528.6,True,False,False,False,True,True,61.2,State Level,2077
Korba Government Arts College,Korba,Chhattisgarh,Government,1977,181,B+,70,921,8.2,81030,149207,True,87.2,12.38,28.02,431,296.4,False,False,False,False,False,False,32.5,WBJEE,7566
Jaipur College of Management,Jaipur,Rajasthan,Private,1987,420,B++,235,965,5.7,138786,56086,True,34.9,3.89,20.21,93,1156.4,False,True,False,True,True,False,78.8,Own Entrance,5469
State Institute of Journalism Pune,Pune,Maharashtra,Government,1905,73,B,93,900,5.2,,21928,False,85.7,23.27,141.16,577,774.6,True,True,True,True,True,True,62.8,JEE Main,4689
