name,city,state,type,established_year,nirf_ranking,naac_grade,courses_offered,faculty_count,student_faculty_ratio,avg_annual_fee,hostel_fee,scholarship_available,placement_rate,avg_package_lpa,highest_package_lpa,companies_visiting,campus_area_acres,has_library,has_hostel,has_sports,has_wifi,has_lab,has_hospital,acceptance_rate,entrance_exams_accepted,total_intake,institution_age,fee_category,region,infrastructure_score,naac_numeric
Prime College of Information Technology Korba,Korba,Chhattisgarh,Private,1977,4.0,B++,106,495.0,1.2,1809344.0,94764,True,89.5,27.18,146.02,224,1543.3,False,True,False,True,False,False,69.6,TNEA,611,49,High (>5L),Central,2,3
Jawaharlal Nehru University,New Delhi,Delhi,Government,1969,123.0,A++,214,848.0,2.9,46446.0,95442,True,67.8,11.77,45.89,363,2386.6,True,True,True,True,True,True,68.6,JNUEE,2500,57,Low (<1L),North,6,6
Kashmir University,Srinagar,Jammu & Kashmir,Government,1948,,A,16,1306.0,0.6,9720.0,29667,False,55.7,3.96,8.3,258,1753.8,False,True,False,True,False,False,12.0,CUET,800,78,Low (<1L),North,2,4
Government Model College Patna,Patna,Bihar,Government,1852,438.0,B++,88,687.0,6.9,23147.0,135180,True,43.1,5.03,26.37,503,1732.4,False,True,False,True,True,False,42.6,NATA,4710,174,Low (<1L),East,3,3
Kalam Academy of Fashion Design Madurai,Madurai,Tamil Nadu,Deemed,1988,,B+,159,1027.0,5.2,295958.0,94834,False,30.9,3.44,7.85,417,2005.3,True,False,True,True,True,False,37.3,CLAT,5314,38,Medium (1-5L),South,4,2
Modern Institute of Hotel Management Mapusa,Mapusa,Goa,Private,1932,,B++,182,1010.0,5.9,397902.0,48192,True,35.9,5.48,25.145,331,1665.0,True,True,True,True,True,True,52.1,State Level,5936,94,Medium (1-5L),West,6,3
Lucknow University,Lucknow,Uttar Pradesh,Government,1920,183.0,A+,178,1097.0,2.3,57904.0,57563,True,82.7,5.98,41.33,145,,True,False,False,True,False,False,4.1,Own Entrance,2500,106,Low (<1L),North,2,5
Phagwara Autonomous College of Hotel Management,Phagwara,Punjab,Autonomous,1922,203.0,A++,239,1116.0,5.3,172301.0,173026,False,61.3,7.23,24.43,377,1065.9,True,True,False,False,False,True,51.8,VITEEE,5963,104,Medium (1-5L),North,3,6
Autonomous College of Physical Education Agartala,Agartala,Tripura,Autonomous,1979,,B+,7,1389.0,4.6,89656.0,71802,True,33.8,3.59,7.64,279,2209.1,False,True,False,False,False,False,49.8,SRMJEEE,6353,47,Low (<1L),Northeast,1,2
Gujarat University,Ahmedabad,Gujarat,Government,1949,59.0,A+,245,1292.0,1.5,20482.0,179365,True,81.9,8.8,31.37,595,1485.3,True,True,False,True,True,True,45.1,Own Entrance,2000,77,Low (<1L),West,5,5
Agartala Science Autonomous College,Agartala,Tripura,Autonomous,1931,435.0,B,221,796.0,9.2,88429.0,151606,True,40.3,4.06,10.75,441,902.6,True,False,False,True,False,True,12.0,SRMJEEE,7314,95,Low (<1L),Northeast,3,1
Modern Institute of Architecture Gwalior,Gwalior,M.P.,Private,1868,187.0,B++,162,842.0,3.8,489305.0,140624,True,57.0,11.52,43.05,208,1573.1,True,True,True,True,True,True,64.6,JEE Main,3160,158,Medium (1-5L),Other,6,3
Galgotias College of Pharmacy and Research Roorkee,Roorkee,Uttarakhand,Private,1945,,A+,164,337.0,2.1,724366.0,68665,True,60.9,5.88,31.21,45,1771.8,True,True,True,True,True,True,83.4,AP EAMCET,697,81,High (>5L),North,6,5
Patel Institute of Commerce Imphal,Imphal,Manipur,Private,2022,,A+,186,1130.0,5.2,525888.0,67512,True,58.0,6.41,17.29,532,,True,True,True,True,True,True,33.6,JEE Advanced,5856,4,High (>5L),Other,6,5
Government College of Architecture Dharamsala,Dharamsala,Himachal Pradesh,Government,1890,23.0,B++,8,886.0,1.6,254735.0,70327,True,98.9,29.95,171.21,21,267.2,False,True,True,True,False,True,28.1,CUET,1382,136,Medium (1-5L),North,4,3
Deemed Institute of Applied Sciences Srinagar,Srinagar,Jammu & Kashmir,Deemed,1890,,A,146,481.0,6.9,140118.0,96070,True,49.0,5.64,20.63,264,2350.2,True,True,True,True,False,True,4.0,COMEDK,3300,136,Medium (1-5L),North,5,4
Modern Institute of Technology Chandigarh,Chandigarh,Chandigarh,Private,1944,,B+,26,1409.0,3.2,198018.0,97026,True,31.3,5.03,28.4,491,944.4,True,True,False,True,True,True,35.5,TNEA,4512,82,Medium (1-5L),North,5,2
Cochin University of Science and Technology,Kochi,Kerala,Government,1971,192.0,A+,211,335.0,3.6,85507.0,144130,True,70.5,7.25,45.59,484,2287.0,True,True,True,True,True,True,48.2,CUSAT CAT,1200,55,Low (<1L),South,6,5
Modern Institute of Dental Sciences Dimapur,Dimapur,Nagaland,Private,1968,269.0,B,68,779.0,4.8,304441.0,47109,False,56.2,3.0,17.67,31,1183.0,True,True,True,True,True,False,78.4,NEET UG,537,58,Medium (1-5L),Northeast,5,1
Kharagpur Government Commerce College,Kharagpur,West Bengal,Government,1894,80.0,B+,20,387.0,9.6,42849.0,109443,True,66.2,11.02,48.67,599,1448.4,True,False,True,False,True,False,18.4,MHT CET,3720,132,Low (<1L),East,3,2
Government Journalism College Puri,Puri,Odisha,Government,1911,100.0,B++,110,1296.0,3.0,134639.0,101215,True,92.7,28.19,119.98,107,27.7,False,True,False,False,False,False,11.8,Own Entrance,3904,115,Medium (1-5L),East,1,3
Government Model College Sambalpur,Sambalpur,Odisha,Government,1930,110.0,A,30,45.0,45.7,51807.0,118381,False,66.4,10.45,29.24,250,1339.5,True,True,False,False,True,False,46.9,CUET,2056,96,Low (<1L),East,3,4
Gujarat National Law University,Gandhinagar,Gujarat,Government,2003,,A,163,963.0,0.1,95412.0,165467,False,87.3,18.64,54.72,64,2164.1,False,False,False,False,True,True,81.0,CLAT,100,23,Low (<1L),West,2,4
Government Polytechnic Karaikal,Karaikal,Puducherry,Government,2013,81.0,B++,112,291.0,0.3,66850.0,63174,True,94.9,17.04,93.38,475,1450.1,False,False,True,True,True,True,33.0,JEE Advanced,75,13,Low (<1L),South,4,3
Government College of Applied Sciences Anantnag,Anantnag,Jammu & Kashmir,Government,1958,88.0,B+,102,472.0,12.8,50376.0,47247,True,71.9,27.03,69.09,166,684.4,True,False,True,False,False,False,16.7,Own Entrance,6031,68,Low (<1L),North,2,2
Nehru Autonomous Institute Chandigarh,Chandigarh,Chandigarh,Autonomous,2009,320.0,B++,231,973.0,3.5,80897.0,20254,False,37.3,2.72,9.57,389,67.5,True,False,True,True,False,False,39.2,CAT,3386,17,Low (<1L),North,3,3
Odisha State Computer Science College Bhubaneswar,Bhubaneswar,Odisha,Government,1974,,B++,52,1339.0,1.5,59170.0,173799,True,98.8,23.27,135.48,343,344.7,True,True,True,True,True,True,56.2,TS EAMCET,1995,52,Low (<1L),East,6,3
Autonomous College of Ayurveda Kochi,Kochi,Kerala,Autonomous,1939,231.0,B,179,1181.0,1.1,97530.0,51025,True,45.9,5.33,16.92,100,1185.7,True,True,True,True,True,True,60.4,CUET,1321,87,Low (<1L),South,6,1
Bilaspur Institute of Engineering (Deemed),Bilaspur,Chhattisgarh,Deemed,1937,,A,243,323.0,24.4,167301.0,31329,True,46.8,2.9,16.89,412,789.0,True,True,True,True,True,True,14.3,CAT,7874,89,Medium (1-5L),Central,6,4
Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,Government,1960,168.0,A+,226,867.0,0.9,87102.0,29619,True,75.5,8.15,29.47,536,,True,False,False,False,True,True,1.1,JEE Main,800,66,Low (<1L),West,3,5
JSS College of Pharmacy,Mysore,Karnataka,Deemed,1980,167.0,A++,202,1030.0,0.3,432016.0,170704,True,59.1,6.38,24.79,259,1894.2,True,True,True,True,False,True,81.7,Own Entrance,300,46,Medium (1-5L),South,5,6
Ramanujan Institute of Education Patiala,Patiala,Punjab,Private,1970,216.0,A,111,1460.0,3.7,329695.0,38192,True,28.4,4.94,19.11,549,,False,False,True,True,True,True,18.7,TNEA,5418,56,Medium (1-5L),North,4,4
National Institute of Technology Meghalaya,Shillong,Meghalaya,Government,2010,495.0,B++,148,761.0,0.4,38023.0,162210,True,54.3,3.29,8.48,501,1457.9,True,True,True,True,True,True,80.2,JEE Main,300,16,Low (<1L),Northeast,6,3
Tiruchirappalli Institute of Education (Deemed),Tiruchirappalli,Tamil Nadu,Deemed,1858,238.0,A+,65,461.0,3.3,433350.0,81973,True,70.4,5.63,25.51,182,1185.9,False,True,False,True,True,False,3.0,University Entrance,1507,168,Medium (1-5L),South,3,5
Autonomous College of Engineering Agartala,Agartala,Tripura,Autonomous,1861,94.0,A++,245,916.0,6.1,418118.0,147018,True,78.8,13.35,32.13,497,2467.2,True,True,True,True,True,True,73.0,TNEA,5613,165,Medium (1-5L),Northeast,6,6
Government College of Pharmacy Dimapur,Dimapur,Nagaland,Government,1858,82.0,B++,88,1166.0,5.4,49093.0,35955,True,68.6,8.5,47.96,121,1747.8,True,True,True,True,True,False,19.4,AP EAMCET,6255,168,Low (<1L),Northeast,5,3
Autonomous College of Ayurveda Aizawl,Aizawl,Mizoram,Autonomous,2010,73.0,A+,96,1157.0,6.5,442853.0,108292,False,89.4,13.4,38.48,364,1900.4,True,True,True,False,True,False,21.5,Own Entrance,7513,16,Medium (1-5L),Northeast,4,5
Kharagpur Institute of Architecture (Deemed),Kharagpur,West Bengal,Deemed,1889,70.0,A+,29,95.0,25.4,611769.0,80670,True,88.8,18.84,42.93,205,325.3,True,False,True,True,True,True,45.2,CLAT,2413,137,High (>5L),East,5,5
Bharati Foundation Law College Tezpur,Tezpur,Assam,Private,1882,180.0,A,236,770.0,2.5,621050.0,28898,True,74.1,5.08,25.23,75,206.9,True,True,True,True,True,True,42.0,COMEDK,1894,144,High (>5L),Northeast,6,4
Solan College of Computer Science,Solan,Himachal Pradesh,Private,1889,,B++,206,1381.0,4.6,323268.0,70703,True,66.1,5.91,33.74,663,756.3,False,False,False,True,False,True,1.2,SRMJEEE,6395,137,Medium (1-5L),North,2,3
Excel Institute of Medical Sciences New Delhi,New Delhi,Delhi,Private,1980,,B++,154,1384.0,3.3,443476.0,58835,True,61.4,6.97,16.43,346,1776.4,True,True,True,True,True,True,15.5,University Entrance,4587,46,Medium (1-5L),North,6,3
Hyderabad College of Pharmacy,Hyderabad,Telangana,Private,2005,335.0,A,234,1030.0,7.6,278380.0,88323,True,42.4,4.15,18.42,145,1871.5,False,True,True,True,False,False,84.7,Own Entrance,7829,21,Medium (1-5L),South,3,4
Kolhapur Institute of Homeopathy,Kolhapur,Maharashtra,Private,2001,,B,63,391.0,14.5,927827.0,124664,True,95.1,23.64,64.67,496,807.3,True,False,True,False,True,False,29.2,WBJEE,5684,25,High (>5L),West,3,1
Sardar Deemed University Ajmer,Ajmer,Rajasthan,Deemed,1976,,B+,189,1081.0,4.7,1467302.0,96170,True,91.3,8.96,24.79,288,2479.7,True,True,False,True,False,True,63.9,UPSEE,5095,50,High (>5L),North,4,2
Aryabhatta College of Architecture and Research Shillong,Shillong,Meghalaya,Private,2012,71.0,B,76,220.0,17.9,509711.0,43566,True,80.3,7.86,43.49,427,2088.9,False,False,False,False,True,True,30.0,NEET UG,3940,14,High (>5L),Northeast,2,1
Meera Deemed University Anantnag,Anantnag,Jammu & Kashmir,Deemed,1882,262.0,A,152,1494.0,4.7,309813.0,53116,True,50.3,3.47,21.35,28,2345.4,True,True,True,True,True,True,5.2,JEE Main,6981,144,Medium (1-5L),North,6,4
Sri Nehru Institute of Homeopathy Aligarh,Aligarh,Uttar Pradesh,Private,1879,202.0,A,102,928.0,1.7,384265.0,20553,True,55.4,9.53,37.45,127,115.2,True,True,True,True,True,True,3.5,JEE Main,1576,147,Medium (1-5L),North,6,4
Prime College of Social Work Vasco da Gama,Vasco da Gama,Goa,Private,1972,35.0,B++,50,836.0,1.6,1399232.0,120182,True,97.6,11.18,66.69,338,1410.3,True,True,True,False,True,True,17.5,BITSAT,1342,54,High (>5L),West,5,3
Pilani Pharmacy Autonomous College,Pilani,Rajasthan,Autonomous,1923,151.0,B++,8,533.0,10.6,111943.0,81596,True,32.4,4.58,17.2,260,669.9,False,False,True,False,True,False,55.6,WBJEE,5634,103,Medium (1-5L),North,2,3
Excel Institute of Agriculture Margao,Margao,Goa,Private,1902,155.0,B++,82,930.0,4.4,591784.0,26132,True,67.2,4.0,25.18,12,1047.9,True,False,True,False,False,False,42.6,UPSEE,4067,124,High (>5L),West,2,3
Autonomous College of Dental Sciences Naharlagun,Naharlagun,Arunachal Pradesh,Autonomous,1897,431.0,A,61,462.0,10.7,83521.0,70982,False,20.1,4.32,23.56,145,1221.5,True,True,True,False,False,False,66.1,AP EAMCET,4941,129,Low (<1L),Northeast,3,4
Prime College of Homeopathy Gandhinagar,Gandhinagar,Gujarat,Private,1920,88.0,A,187,192.0,36.9,405045.0,125004,True,64.9,9.96,23.87,446,127.7,False,True,True,False,True,False,54.8,JEE Advanced,7085,106,Medium (1-5L),West,3,4
Kakinada College of Management,Kakinada,Andhra Pradesh,Private,1851,358.0,A,238,346.0,1.9,311235.0,95651,True,38.3,3.25,16.06,468,632.2,True,True,True,True,True,True,32.2,AP EAMCET,649,175,Medium (1-5L),South,6,4
Government College of Management Coimbatore,Coimbatore,Tamil Nadu,Government,1957,375.0,B,111,1202.0,3.5,26236.0,56006,True,55.9,3.08,12.45,29,1617.5,False,False,True,True,False,False,75.4,WBJEE,4182,69,Low (<1L),South,2,1
Sri Jai Prakash Institute of Journalism Aizawl,Aizawl,Mizoram,Private,1976,489.0,A,165,1437.0,4.5,378994.0,103428,True,47.5,2.0,10.44,253,923.0,True,False,False,False,False,True,59.4,JEE Advanced,6536,50,Medium (1-5L),Northeast,2,4
Government Model College Gandhinagar,Gandhinagar,Gujarat,Government,1855,,A+,155,633.0,8.7,80370.0,137808,True,79.3,6.2,20.26,261,1294.3,False,True,False,False,True,False,60.7,NATA,5503,171,Low (<1L),West,2,5
Modern Institute of Ayurveda Jammu,Jammu,Jammu & Kashmir,Private,2003,,A,216,761.0,2.1,354090.0,84521,True,36.4,4.52,30.88,685,1707.8,False,False,False,False,True,True,77.4,State Level,1587,23,Medium (1-5L),North,2,4
Madras Christian College,Chennai,Tamil Nadu,Autonomous,1837,,A+,45,929.0,2.2,176546.0,28124,True,57.9,6.92,34.85,64,254.9,True,True,True,True,True,True,18.3,Own Entrance,2000,189,Medium (1-5L),South,6,5
Modern Institute of Veterinary Science Dehradun,Dehradun,Uttarakhand,Private,2018,34.0,B++,135,1296.0,0.2,1750818.0,170026,True,88.0,15.83,109.57,179,1448.2,False,True,True,False,False,False,21.8,NEET UG,238,8,High (>5L),North,2,3
Kullu Autonomous College of Management,Kullu,Himachal Pradesh,Autonomous,1934,125.0,B+,208,1225.0,2.3,157621.0,156631,True,63.1,7.74,41.95,470,2231.1,False,True,False,False,False,False,83.6,TNEA,2826,92,Medium (1-5L),North,1,2
Government College of Social Work Chandigarh,Chandigarh,Chandigarh,Government,1853,,B++,182,791.5,4.1,35637.0,179404,True,81.0,5.91,38.45,457,1773.8,True,False,True,False,True,False,18.4,CAT,3269,173,Low (<1L),North,3,3
Usha Foundation Medical Sciences College Sambalpur,Sambalpur,Odisha,Private,1937,,B+,19,623.0,2.6,549385.0,150855,True,73.8,4.62,28.52,233,1895.3,True,True,False,True,True,False,23.1,MHT CET,1624,89,High (>5L),East,4,2
Banaras Hindu University,Varanasi,Uttar Pradesh,Government,1916,137.0,A++,139,1019.0,4.9,23163.0,56197,True,76.9,10.61,74.17,395,785.8,False,True,True,True,True,True,15.5,UET/PET,5000,110,Low (<1L),North,5,6
Government College of Information Technology Nashik,Nashik,Maharashtra,Government,1966,5.0,B,85,1024.0,0.1,166527.0,147477,True,98.3,29.6,92.04,597,2268.8,True,True,False,False,False,True,51.0,BITSAT,92,60,Medium (1-5L),West,3,1
Chandra University Puducherry,Puducherry,Puducherry,Private,1966,79.0,A,113,1004.0,5.7,860278.0,138350,True,88.2,22.03,112.32,343,2129.0,True,True,True,False,True,True,27.9,COMEDK,5712,60,High (>5L),South,5,4
Prime College of Commerce Raipur,Raipur,Chhattisgarh,Private,1872,206.0,A,113,1283.0,4.3,679736.0,85386,True,75.7,4.98,17.11,254,526.5,True,True,True,True,True,True,72.5,VITEEE,5527,154,High (>5L),Central,6,4
Puri Government Veterinary Science College,Puri,Odisha,Government,1929,,B,57,838.0,0.3,14996.0,98856,True,35.1,2.18,10.98,118,141.9,False,True,False,True,True,True,32.6,NEET UG,290,97,Low (<1L),East,4,1
Government College of Arts Kohima,Kohima,Nagaland,Government,1852,,A,121,719.0,6.8,203685.0,45714,True,95.3,25.68,111.44,603,2238.0,True,False,False,False,False,False,57.7,MHT CET,4910,174,Medium (1-5L),Northeast,1,4
Government Education College Haridwar,Haridwar,Uttarakhand,Government,1920,,B++,140,859.0,3.6,20551.0,169736,False,54.5,5.29,31.88,676,844.9,True,True,True,False,True,True,53.6,CAT,3069,106,Low (<1L),North,5,3
Shri Ram College of Engineering and Research Sonipat,Sonipat,Haryana,Private,1973,336.0,B,165,858.0,4.0,389001.0,168920,True,31.3,2.65,12.17,599,2221.7,False,False,False,False,True,True,83.2,BITSAT,3455,53,Medium (1-5L),North,2,1
Babasaheb University Ramagundam,Ramagundam,Telangana,Private,1998,345.0,B,14,516.0,13.4,154868.0,91890,True,52.7,4.38,14.32,101,2154.9,True,True,True,True,True,True,83.9,CAT,6920,28,Medium (1-5L),South,6,1
National Institute of Technology Jamshedpur,Jamshedpur,Jharkhand,Government,1960,299.0,A,123,272.0,2.4,15379.0,101461,True,49.3,4.21,10.38,130,1620.0,False,True,False,True,True,True,13.9,JEE Main,650,66,Low (<1L),East,4,4
Kamla Nehru College of Veterinary Science and Research Chennai,Chennai,Tamil Nadu,Private,1862,,A+,199,531.0,8.8,531651.0,109723,True,92.3,21.64,135.16,288,1585.8,False,False,True,False,False,True,65.1,VITEEE,4649,164,High (>5L),South,2,5
Central University of Kerala,Kasaragod,Kerala,Government,2009,,A,47,70.0,5.7,8413.0,77091,False,64.1,2.94,12.26,292,1462.6,False,False,False,False,False,True,34.2,CUET,400,17,Low (<1L),South,1,4
State Institute of Veterinary Science Karnal,Karnal,Haryana,Government,1999,185.0,B+,221,77.0,44.3,55251.0,86761,True,71.9,7.1,23.12,389,2490.6,True,True,False,True,True,True,29.3,CLAT,3412,27,Low (<1L),North,5,2
Aizawl Autonomous College of Medical Sciences,Aizawl,Mizoram,Autonomous,1851,59.0,A,163,58.0,71.0,214524.0,169889,False,65.6,3.74,10.29,439,2321.5,False,False,False,False,False,False,78.7,GATE,4120,175,Medium (1-5L),Northeast,0,4
Acharya Autonomous Institute Gwalior,Gwalior,Madhya Pradesh,Autonomous,1991,52.0,A+,226,1094.0,5.6,117865.0,133094,True,70.5,8.0,18.92,552,2296.7,True,True,True,True,True,True,77.0,VITEEE,6145,35,Medium (1-5L),Central,6,5
Subhas College of Pharmacy and Research Delhi,Delhi,Delhi,Private,1880,,A,234,1113.0,1.5,723019.0,140408,True,70.4,9.11,18.78,243,1854.0,True,True,False,True,True,True,31.5,State Level,1673,146,High (>5L),North,5,4
Nagaland University,Zunheboto,Nagaland,Government,1994,315.0,B++,162,1189.0,0.2,36517.0,166616,True,36.9,3.58,17.39,546,617.1,True,True,True,True,True,True,7.0,CUET,200,32,Low (<1L),Northeast,6,3
Government Polytechnic Pantnagar,Pantnagar,Uttarakhand,Government,2010,237.0,B+,191,791.5,4.1,10194.0,131763,True,71.9,4.59,25.07,110,1235.5,True,True,True,True,False,True,28.0,MHT CET,3990,16,Low (<1L),North,5,2
Alappuzha Government Applied Sciences College,Alappuzha,Kerala,Government,1992,416.0,B,44,81.0,97.6,42612.0,38192,False,38.7,5.25,18.97,474,,False,False,False,True,False,True,2.5,CLAT,7906,34,Low (<1L),South,2,1
Bose Autonomous Institute Dehradun,Dehradun,Uttarakhand,Autonomous,2023,,A+,125,1074.0,4.0,211743.0,78675,False,71.5,5.97,38.14,527,2056.5,False,False,False,False,True,False,79.1,KCET,4259,3,Medium (1-5L),North,1,5
Jammu & Kashmir State Management College Baramulla,Baramulla,Jammu & Kashmir,Government,1959,239.0,B++,81,612.0,0.9,91489.0,152760,True,74.6,12.54,58.87,181,347.3,True,False,True,True,True,True,60.3,TS EAMCET,538,67,Low (<1L),North,5,3
Mahatma Gandhi College of Social Work and Research Shillong,Shillong,Meghalaya,Private,2007,375.0,B,116,1332.0,0.4,306889.0,141555,True,30.1,4.52,18.27,199,1337.4,True,False,False,True,True,True,76.5,WBJEE,531,19,Medium (1-5L),Northeast,4,1
Rajendra Prasad Academy of Law Karnal,Karnal,Haryana,Deemed,1987,2.0,B,49,1260.0,2.4,940892.0,103657,True,91.0,13.06,73.18,554,674.3,False,False,False,True,True,False,39.9,JEE Advanced,2976,39,High (>5L),North,2,1
Deemed Institute of Commerce Nainital,Nainital,Uttarakhand,Deemed,1921,114.0,A,248,716.0,5.7,238714.0,95990,True,59.3,4.24,28.16,384,679.7,True,True,True,True,False,False,64.9,KCET,4076,105,Medium (1-5L),North,4,4
Academy of Agriculture Margao,Margao,Goa,Deemed,2021,,A,237,435.0,12.1,1495477.0,102602,False,94.9,17.16,90.43,183,1613.1,True,True,True,True,True,True,58.1,MHT CET,5279,5,High (>5L),West,6,4
Bhagat Singh Deemed University Namchi,Namchi,Sikkim,Deemed,1910,,B+,111,1242.0,2.5,445023.0,59497,False,53.1,4.48,24.72,269,910.9,True,True,True,False,True,True,44.8,NATA,3162,116,Medium (1-5L),Northeast,5,2
Government Polytechnic Delhi,Delhi,Delhi,Government,1907,,B+,158,404.0,3.2,28574.0,174076,False,87.3,11.17,61.12,335,1838.6,False,False,True,False,False,False,76.4,Own Entrance,1297,119,Low (<1L),North,1,2
Sri Ramanujan Institute of Technology Surat,Surat,Gujarat,Private,1870,403.0,A,104,202.0,4.0,148017.0,21006,True,39.3,4.4,13.42,338,1564.4,True,True,True,True,True,True,17.2,CLAT,811,156,Medium (1-5L),West,6,4
Sri Gandhi Institute of Dental Sciences Kullu,Kullu,Himachal Pradesh,Private,1987,174.0,B++,116,431.0,2.7,375361.0,114866,False,52.6,3.7,18.31,502,1412.3,True,False,True,False,False,False,71.4,KCET,1185,39,Medium (1-5L),North,2,3
Deemed Institute of Fashion Design Puducherry,Puducherry,Puducherry,Deemed,1893,51.0,B++,124,522.0,9.2,618649.0,24144,True,89.3,11.73,46.34,182,292.3,True,False,True,True,True,False,16.0,WBJEE,4787,133,High (>5L),South,4,3
State Institute of Nursing Bokaro,Bokaro,Jharkhand,Government,1990,108.0,B++,81,519.0,6.1,65344.0,97510,True,73.9,8.07,32.5,464,1107.8,False,False,True,False,False,True,63.5,TS EAMCET,3147,36,Low (<1L),East,2,3
District Science College Itanagar,Itanagar,Arunachal Pradesh,Government,1936,188.0,A+,240,1309.0,0.3,46446.0,67429,True,74.7,13.64,84.49,525,1297.1,True,True,True,True,True,True,53.0,COMEDK,448,90,Low (<1L),Northeast,6,5
Excel Institute of Hotel Management Jamshedpur,Jamshedpur,Jharkhand,Private,1915,440.0,B,74,1425.0,2.9,146926.0,89970,True,51.6,2.69,17.18,657,1715.6,True,False,False,False,True,True,24.6,NATA,4154,111,Medium (1-5L),East,3,1
Excel Institute of Dental Sciences Nanded,Nanded,Maharashtra,Private,1929,330.0,B++,174,644.0,2.4,215440.0,116462,True,56.6,3.15,17.2,383,1491.5,True,True,False,False,True,True,16.2,CAT,1518,97,Medium (1-5L),West,4,3
Guru Gobind Singh Academy of Physical Education Itanagar,Itanagar,Arunachal Pradesh,Deemed,1956,188.0,B++,225,1205.0,4.2,259983.0,106985,True,44.2,4.82,19.46,606,125.0,True,True,True,True,True,True,31.2,GATE,5067,70,Medium (1-5L),Northeast,6,3
Chandra Deemed University Agartala,Agartala,Tripura,Deemed,1905,123.0,A++,196,1479.0,2.1,424035.0,87640,True,75.0,4.52,28.22,125,1550.8,True,True,True,True,True,True,73.7,GATE,3041,121,Medium (1-5L),Northeast,6,6
Government Polytechnic Siliguri,Siliguri,West Bengal,Government,1914,78.0,A,159,435.0,1.8,37554.0,147209,False,68.1,13.05,48.73,375,714.2,False,True,True,True,False,True,9.2,VITEEE,798,112,Low (<1L),East,4,4
Tagore Academy of Ayurveda Aizawl,Aizawl,Mizoram,Deemed,2022,,B++,83,486.0,5.7,254586.0,164746,True,27.2,5.82,25.11,49,1223.0,True,True,False,False,False,True,81.2,VITEEE,2762,4,Medium (1-5L),Northeast,3,3
Government Model College Bhubaneswar,Bhubaneswar,Odisha,Government,1868,,B+,104,1394.0,1.6,215662.0,133465,True,94.6,23.06,138.82,203,2046.8,False,False,True,False,True,False,71.0,VITEEE,2163,158,Medium (1-5L),East,2,2
Global Academy of Fashion Design Kalyani,Kalyani,West Bengal,Private,1988,,A,117,67.0,79.0,1570708.0,91793,True,91.7,20.51,58.65,170,1178.1,True,False,True,False,True,True,13.7,SRMJEEE,5291,38,High (>5L),East,4,4
Autonomous College of Medical Sciences Vijayawada,Vijayawada,Andhra Pradesh,Autonomous,1919,94.0,A+,113,986.0,7.8,169582.0,105735,True,51.15,4.6,27.64,539,1044.3,False,False,True,False,True,True,72.0,CUET,7660,107,Medium (1-5L),South,3,5
District Social Work College Namchi,Namchi,Sikkim,Government,1924,,A,151,1022.0,3.4,11525.0,58912,True,37.6,3.15,7.07,282,622.1,False,False,False,False,True,True,70.8,CUET,3425,102,Low (<1L),Northeast,2,4
Meghalaya State Pharmacy College Tura,Tura,Meghalaya,Government,1977,,A,117,1232.0,4.8,12633.0,67306,False,61.3,4.41,27.52,12,468.6,False,False,False,False,True,False,15.6,Own Entrance,5921,49,Low (<1L),Northeast,1,4
Tamil Nadu State Law College Vellore,Vellore,Tamil Nadu,Government,1921,70.0,B+,66,304.0,17.5,33749.0,93321,True,72.9,14.21,36.13,84,715.3,False,True,True,True,False,False,58.4,NEET UG,5309,105,Low (<1L),South,3,2
Government Model College Bardhaman,Bardhaman,West Bengal,Government,1977,39.0,A+,152,791.5,4.1,115954.0,61289,True,96.3,25.05,149.95,125,1185.8,True,False,False,False,True,False,57.0,GATE,6829,49,Medium (1-5L),East,2,5
Ramagundam Institute of Medical Sciences (Deemed),Ramagundam,Telangana,Deemed,1895,294.0,A,126,1428.0,4.2,158407.0,61731,True,54.7,4.19,15.45,366,1894.8,False,True,True,False,True,False,33.8,VITEEE,6018,131,Medium (1-5L),South,3,4
Guru Gobind Singh College of Fashion Design and Research Karaikal,Karaikal,Puducherry,Private,1869,163.0,B+,147,512.0,0.5,705258.0,34107,True,66.4,6.89,19.36,516,696.3,True,True,True,True,True,True,15.0,CAT,270,157,High (>5L),South,6,2
Sharda University,Greater Noida,Uttar Pradesh,Private,2009,,A+,100,1366.0,1.8,609985.0,163058,True,63.0,9.07,31.66,21,1384.7,False,False,False,False,False,True,47.6,Own Entrance,2500,17,High (>5L),North,1,5
Bhubaneswar Institute of Education,Bhubaneswar,Odisha,Private,1999,21.0,A+,94,846.0,7.5,1502709.0,79576,True,82.0,25.3,106.07,430,1229.2,True,False,True,True,True,False,16.6,JEE Advanced,6382,27,High (>5L),East,4,5
Government Polytechnic Durgapur,Durgapur,West Bengal,Government,1870,9.0,A+,136,1391.0,4.1,54929.0,146944,True,71.9,12.98,32.96,617,150.0,True,True,False,False,True,True,11.0,TS EAMCET,5719,156,Low (<1L),East,4,5
Deemed Institute of Journalism Delhi,Delhi,Delhi,Deemed,2001,356.0,B++,146,855.0,9.0,132305.0,139564,True,44.0,4.33,22.27,546,706.3,True,True,True,True,True,True,2.2,CUET,7719,25,Medium (1-5L),North,6,3
